,PRBodySize,CommitSize,No_of_Files_Changed,socialDistance,No_of_Comments,timeSpentOnPR,repositoryAge,No_of_collaborators,No_of_Stars,No_of_Watchers,No_of_OpenIssues,No_of_followers_Submitter,submitterStatus,pullrequestDecision
85,127,22,1,0,3,0,1525,30,7845,7845,1031,26,0,1
86,0,12,2,0,0,0,2506,1,1072,1072,43,30,1,1
87,422,30,3,0,0,0,1702,16,222,222,13,30,1,1
88,0,1619,3,0,0,0,152,20,11,11,12,30,1,1
89,28,6,1,0,0,7,234,30,28,28,14,30,0,0
90,111,37,4,0,1,25,768,30,11,11,22,30,1,1
91,71,38,2,0,1,0,353,30,256,256,5,30,1,1
92,0,1,1,0,0,0,1,30,649,649,1,12,0,1
93,1695,783,20,0,8,1,293,30,390,390,271,2,1,1
94,339,19,2,0,0,0,2201,30,2127,2127,44,30,0,1
95,186,25,1,0,0,12,139,20,11,11,10,30,1,0
96,175,8,1,0,0,0,631,4,6,6,0,0,0,1
97,11,0,4,0,0,0,101,30,11,11,59,4,1,0
98,326,2,1,0,0,3,429,30,1451,1451,40,30,1,1
99,13,26,2,0,10,0,1374,30,2595,2595,71,30,1,1
100,139,446,3,0,0,3,237,30,28,28,13,30,0,0
101,272,13,1,0,0,19,181,30,1876,1876,33,-1,0,1
102,59,2,1,0,1,1,264,13,9,9,10,7,1,0
103,212,433,6,0,10,10,1514,30,7846,7846,1030,2,0,0
104,0,4,1,0,0,0,1093,30,2767,2767,14,12,1,1
105,499,61,2,0,5,0,24,30,1021,1021,24,30,0,1
106,42,2,1,0,0,1,531,30,58,58,5,0,1,1
107,0,123,1,0,1,0,221,29,24,24,3,30,0,1
108,0,80,4,0,0,8,523,30,58,58,4,0,1,1
109,273,16,14,0,1,0,101,30,11,11,58,6,1,0
110,0,54,2,0,0,0,634,9,3,3,7,4,1,1
111,49,1,1,0,1,0,518,30,51,51,15,30,1,1
112,17,11,1,0,0,0,187,30,128,128,30,30,0,1
113,256,10,1,0,1,0,101,30,11,11,56,6,1,0
114,56,9,2,0,0,0,634,9,3,3,7,4,1,1
115,308,12,4,0,1,1,432,30,1451,1451,39,30,1,1
116,213,17,1,0,4,0,1449,30,550,550,38,20,0,1
117,53,11,4,0,2,3,168,13,222,222,15,30,0,0
118,39,1,1,0,1,10,258,30,6321,6321,33,30,1,0
119,93,2,1,0,0,1,187,5,22,22,8,30,1,1
120,0,4,1,0,0,0,793,30,1375,1375,548,1,1,1
121,1095,1582,17,0,3,0,1055,30,4539,4539,497,20,0,0
122,474,2,2,0,3,3,688,14,6,6,1,-1,0,1
123,3786,1068,31,0,21,24,93,30,698,698,37,30,1,1
124,90,50,1,0,0,0,123,30,7,7,63,2,1,1
125,115,1319,8,0,1,11,484,30,449,449,246,3,1,0
126,21,16,1,0,2,16,1884,30,30,30,123,10,1,1
127,56,4,1,0,1,0,23,30,94,94,13,23,0,1
128,55,1,1,0,0,11,1663,9,639,639,20,3,1,1
129,571,19,3,0,8,2,55,3,6092,6092,82,30,0,1
130,0,83,1,0,20,164,137,30,207,207,196,30,1,1
131,0,36,1,0,0,11,1663,9,639,639,19,3,1,1
132,737,30,2,0,3,2,670,10,13,13,3,30,1,1
133,1321,12,2,0,2,0,620,9,43,43,5,30,1,1
134,123,8,1,0,5,268,1433,30,5410,5410,114,0,0,0
135,0,2,1,0,1,0,631,4,6,6,0,0,0,0
136,411,125,8,0,0,0,623,24,3,3,20,30,1,1
137,163,8511,21,0,42,137,656,30,1375,1375,549,25,1,0
138,113,22,1,0,0,0,1747,30,17684,17684,669,30,1,1
139,668,124,9,0,34,32,1474,30,1197,1197,100,30,1,1
140,205,34,2,0,0,0,793,30,1375,1375,548,30,1,1
141,26,44,2,0,2,0,1525,30,7846,7846,1030,0,0,0
142,0,9,1,0,0,1,1246,30,768,768,16,9,0,1
143,1015,106,1,0,8,4,297,30,207,207,195,30,1,1
144,0,30,3,0,0,0,18,4,3,3,11,0,0,1
145,0,30,3,0,0,0,18,4,3,3,11,0,0,1
146,52,2,1,0,0,0,641,5,20,20,9,2,1,1
147,0,162,1,0,0,0,45,13,28,28,53,18,1,1
148,41,4,1,0,1,0,943,30,466,466,502,30,0,1
149,433,4,1,0,2,11,1736,30,17684,17684,667,25,0,1
150,133,357,5,0,4,60,235,30,8,8,15,0,1,1
151,42,1,1,0,0,0,115,30,64,64,2,30,0,1
152,0,2,1,0,0,0,115,30,64,64,1,25,0,1
153,0,20,1,0,0,0,943,30,466,466,501,30,0,1
154,0,25,2,0,1,16,1143,27,29,29,171,2,1,1
155,162,7,1,0,0,5,290,30,8,8,14,0,1,1
156,123,168,7,0,0,0,1072,24,133,133,10,1,1,1
157,1364,11,1,0,1,1,1246,30,768,768,15,29,0,1
158,419,14,1,0,8,4,1243,30,768,768,14,30,0,0
159,39,126,4,0,3,28,2156,30,216,216,55,-1,0,0
160,29,67,8,0,3,37,320,30,1165,1165,4,30,0,0
161,75,2,1,0,1,0,1803,30,2674,2674,82,30,0,1
162,196,0,11,0,0,1,443,4,5,5,3,8,1,1
163,146,1254,11,0,0,0,482,30,10,10,10,15,1,1
164,0,83,2,0,7,11,404,17,36,36,3,30,1,1
165,23,50,2,0,0,1,181,6,64,64,5,30,1,1
166,0,46,2,0,1,4,569,30,2154,2154,8,30,1,1
167,0,8,1,0,0,0,415,17,36,36,2,30,1,1
168,43,1,1,0,2,2,517,30,28,28,43,3,1,1
169,174,22,1,0,0,0,181,6,64,64,4,30,1,1
170,0,2,1,0,0,0,580,30,40,40,18,-1,0,1
171,49,8095,25,0,0,11,1970,30,1918,1918,10,16,0,1
172,37,20,2,0,0,0,38,28,6,6,6,4,1,1
173,272,25,1,0,1,10,2321,13,103,103,5,30,1,1
174,529,267,1,0,2,5,1501,30,1197,1197,99,5,1,1
175,0,3,1,0,0,0,1034,30,5651,5651,215,30,1,1
176,0,172,7,0,0,0,1814,5,11,11,22,25,1,1
177,203,14,1,0,3,1,66,24,22,22,21,3,1,1
178,190,26,2,0,1,79,605,30,156,156,56,30,1,1
179,0,1,1,0,0,0,1804,5,3,3,67,8,1,1
180,0,469,13,0,0,0,1037,30,41,41,53,30,1,1
181,272,27,3,0,1,3,1423,30,1193,1193,122,30,0,1
182,606,10,1,0,0,0,1247,30,768,768,13,30,0,1
183,0,47,2,0,0,0,840,30,157,157,11,21,1,1
184,0,319,2,0,0,0,1804,5,3,3,66,8,1,1
185,138,743,18,0,1,3,292,30,8,8,13,2,0,1
186,711,301,36,0,0,1,350,30,201,201,15,30,1,1
187,153,8,4,0,0,0,263,12,110,110,30,30,1,1
188,0,231,6,0,1,0,64,30,15,15,7,30,0,1
189,61,131,9,0,1,1,419,15,85,85,4,30,1,1
190,258,16,2,0,2,43,226,30,6321,6321,26,4,0,0
191,448,74,6,0,3,25,609,9,3,3,6,0,1,1
192,141,9,1,0,0,0,1427,30,1193,1193,122,30,1,1
193,188,7,1,0,0,0,1804,5,3,3,64,30,1,1
194,0,174,23,0,0,0,446,30,96,96,74,30,1,1
195,225,4,2,0,0,0,340,30,16,16,11,12,1,1
196,0,224,1,0,0,0,283,30,6,6,1,1,0,1
197,0,14,1,0,4,96,172,30,6321,6321,25,9,0,0
198,195,38,1,0,4,0,1445,30,4297,4297,281,30,1,1
199,206,763,17,-1,1,0,800,30,109,109,59,-1,0,1
200,387,2,1,0,2,66,203,30,6321,6321,24,30,1,1
201,289,209,10,0,12,0,1318,30,12256,12256,233,30,1,1
202,271,2,1,0,4,82,187,30,6321,6321,23,6,0,0
203,0,4,1,0,1,0,430,5,122,122,6,26,1,1
204,118,52,2,0,3,19,747,30,429,429,5,30,0,0
205,0,128,1,0,0,0,283,30,6,6,0,1,0,1
206,300,11,2,0,0,7,622,30,401,401,19,4,1,1
207,80,0,0,0,1,6,622,30,401,401,18,22,1,1
208,0,2,1,0,1,29,737,30,429,429,4,0,0,0
209,17,2,1,0,1,0,711,30,447,447,66,9,1,1
210,36,68,1,-1,0,0,971,30,333,333,5,30,1,1
211,0,6,6,0,1,0,64,30,15,15,7,30,1,1
212,0,20,2,0,0,0,961,23,223,223,14,30,1,1
213,133,6,1,0,0,2,959,23,223,223,13,11,1,1
214,187,22,2,0,0,6,2498,30,899,899,42,17,0,1
215,368,8,2,0,2,0,1701,30,5410,5410,113,30,1,1
216,157,2,1,0,1,2,2501,30,899,899,41,1,0,0
217,146,9,1,0,0,8,2495,30,899,899,40,30,0,1
218,126,9,3,0,0,12,2491,30,899,899,39,30,0,1
219,133,7,2,0,0,0,1209,30,2768,2768,176,30,1,1
220,0,8,1,0,0,3,429,30,1451,1451,38,30,1,1
221,0,3,1,0,0,25,609,9,3,3,5,0,1,1
222,0,7,1,0,0,0,1804,5,3,3,64,8,1,1
223,151,260,1,0,3,0,666,6,391,391,75,0,0,0
224,210,38,8,0,27,17,1060,30,174,174,623,0,0,1
225,28,2,1,0,4,4,291,30,442,442,35,23,1,1
226,0,18,1,0,1,73,1358,24,244,244,72,0,0,0
227,0,5053,21,0,0,0,666,6,391,391,75,30,1,1
228,205,8,2,0,0,0,121,30,32,32,3,30,0,1
229,186,2,1,0,1,0,1230,18,225,225,3,15,1,1
230,299,2,1,0,0,55,2448,30,899,899,37,12,1,1
231,0,10,1,0,0,0,493,6,5,5,25,11,1,1
232,0,1,1,0,0,0,359,30,46,46,11,1,0,1
233,0,8,1,0,1,1,1380,27,40,40,4,19,1,1
234,39,11,2,0,0,0,152,30,8,8,14,21,1,1
235,0,13,1,0,0,0,346,30,12,12,8,7,1,1
236,0,42,1,-1,0,0,1377,11,17,17,13,-1,0,1
237,394,3,1,0,1,0,724,10,328,328,4,30,1,1
238,0,6,1,0,3,0,620,9,43,43,5,30,1,1
239,0,173,22,0,0,0,495,30,89,89,17,-1,0,1
240,454,168,20,0,1,0,495,30,89,89,16,30,0,0
241,974,4,1,0,0,1,2052,30,20829,20829,254,30,1,0
242,250,82,4,0,1,0,58,30,127,127,68,30,1,1
243,242,8,1,0,0,3,1503,30,4944,4944,557,30,1,1
244,307,4,1,0,0,0,1796,9,303,303,10,30,0,1
245,0,15,1,0,4,2,2052,30,20829,20829,248,30,1,0
246,0,33,1,0,2,2,2052,30,20829,20829,248,30,1,0
247,0,22,1,0,8,0,2053,30,20829,20829,248,30,1,0
248,71,4,1,0,0,0,2053,30,20829,20829,248,30,0,0
249,0,42,1,0,0,0,2053,30,20829,20829,248,30,1,0
250,0,4,1,0,0,0,2053,30,20829,20829,248,30,1,0
251,0,28,1,0,0,0,2053,30,20829,20829,248,30,1,0
252,400,1558,17,0,0,4,186,3,49,49,4,0,0,1
253,0,1,1,0,0,0,2054,30,20829,20829,247,30,1,0
254,0,4,1,0,0,0,2053,30,20829,20829,246,-1,0,0
255,81,12,2,0,0,0,1360,26,193,193,31,-1,0,1
256,104,8,1,0,0,0,301,30,2376,2376,61,30,0,1
257,54,666,27,0,2,0,581,3,12,12,7,-1,0,1
258,0,2,1,0,1,0,413,30,9261,9261,18,30,0,1
259,11,12,1,0,0,0,696,16,7,7,7,3,1,1
260,0,22,4,0,0,0,700,4,4,4,11,30,1,1
261,466,8,1,0,9,1,2052,30,20829,20829,245,30,1,0
262,489,36,27,0,2,328,885,30,5346,5346,188,12,1,1
263,124,75,2,0,1,18,555,19,9,9,10,15,1,0
264,12,18,2,0,3,3,1518,30,2634,2634,326,30,1,1
265,629,1,1,0,0,1,2052,30,20829,20829,244,30,0,0
266,78,114,1,0,5,4,1412,30,33,33,6,0,1,1
267,70,37,2,0,0,0,634,9,3,3,6,4,1,1
268,100,2,1,0,0,0,112,9,38,38,2,30,1,1
269,36,8,1,0,0,0,433,30,1451,1451,38,20,1,1
270,130,10,1,0,1,80,1403,11,120,120,11,22,1,0
271,44,2,1,0,1,80,1403,11,120,120,10,22,1,0
272,0,87,13,0,0,5,864,30,1312,1312,65,30,1,1
273,336,59,18,0,11,2,2456,30,24476,24476,719,30,1,1
274,60,3,1,0,0,0,2458,30,24476,24476,718,30,1,1
275,36,6,1,0,0,0,2458,30,24476,24476,717,30,1,1
276,36,314,9,0,4,11,859,30,1312,1312,64,30,1,1
277,0,1,1,0,0,0,359,30,46,46,11,0,0,1
278,0,25,2,0,0,3,384,18,21,21,4,30,1,1
279,77,6,1,0,0,0,1241,12,45,45,22,7,1,1
280,128,24,4,0,0,0,1241,12,45,45,21,7,1,1
281,111,2,1,0,3,0,640,30,539,539,109,5,0,1
282,146,13,2,0,3,2,572,30,8010,8010,78,30,1,1
283,0,15,3,0,0,0,152,24,1652,1652,33,30,0,1
284,0,43801,3344,0,0,0,0,4,0,0,8,-1,0,1
285,136,221,9,0,1,0,296,30,8,8,13,2,0,1
286,73,2,1,0,0,3,1503,30,4944,4944,556,7,0,1
287,129,2,1,0,4,201,823,18,45,45,6,8,0,0
288,166,163,4,0,1,0,1367,30,2471,2471,573,30,1,1
289,21,4,1,0,2,165,859,18,45,45,5,11,1,1
290,15,15,4,0,0,16,618,9,3,3,5,0,1,1
291,0,24,1,0,1,0,83,30,1,1,2,30,1,1
292,399,7,1,0,1,22,1002,18,45,45,4,30,0,0
293,109,75,1,0,8,5,1407,30,4508,4508,2042,6,0,1
294,18,1297,2,0,0,3,850,30,72,72,22,0,1,1
295,1002,88,10,0,3,0,1850,16,33,33,9,30,0,0
296,431,54,7,0,0,14,620,9,3,3,4,0,1,1
297,69,2,1,0,0,0,576,30,432,432,2,9,1,1
298,68,65,7,0,12,0,710,30,447,447,64,9,1,1
299,190,16,2,0,0,2,1447,30,147,147,20,6,0,1
300,67,2,1,0,0,0,576,30,432,432,1,9,1,1
301,106,92,5,0,8,6,165,4,5,5,2,0,1,0
302,61,69,2,0,0,0,455,30,3,3,17,3,1,1
303,159,2,1,0,1,0,520,30,774,774,8,30,0,1
304,6,25955,303,0,0,0,898,30,4145,4145,29,0,0,0
305,53,11,1,0,0,1,838,-1,15,15,4,30,0,1
306,233,519,37,0,2,1,722,30,570,570,68,30,1,1
307,0,37,3,0,0,0,198,3,8,8,4,1,0,1
308,0,2,1,0,0,0,412,2,4,4,21,-1,0,1
309,0,2,1,0,0,3,180,19,8,8,9,2,1,1
310,227,14,2,0,8,0,238,30,193,193,2,30,1,1
311,72,4,1,0,0,0,900,15,17,17,7,14,1,1
312,0,16,2,0,2,1,2052,30,20830,20830,244,30,1,0
313,693,1653,97,0,4,1,1661,30,8256,8256,2309,30,0,1
314,245,70,4,0,0,0,1427,30,490,490,26,14,0,1
315,77,15,2,0,1,6,17,25,8,8,123,-1,0,0
316,531,598,38,0,1,0,1661,30,8256,8256,2306,30,0,0
317,274,360,22,0,0,0,1662,30,8256,8256,2306,30,0,0
318,1258,2614,137,0,1,0,1662,30,8256,8256,2306,30,0,1
319,46,122,3,0,1,325,699,30,34,34,17,-1,0,0
320,159,152,5,0,1,277,747,30,34,34,16,-1,0,0
321,0,4,1,0,0,0,1035,30,5653,5653,219,0,0,1
322,82,4,1,0,7,1,311,30,2472,2472,284,21,0,0
323,0,119,5,0,1,0,81,10,105,105,8,19,1,1
324,172,3,126,0,4,1,13,8,3,3,3,0,1,1
325,344,68,2,0,1,375,649,30,34,34,15,14,0,0
326,420,13,2,0,4,3,11,8,3,3,2,7,1,1
327,0,60,2,0,5,73,1108,30,83,83,5,30,1,1
328,0,5,1,0,1,0,81,10,105,105,7,19,1,0
329,48,3,1,0,0,0,15,9,394,394,2,30,1,1
330,36,72,2,0,0,4,323,30,23,23,29,30,1,1
331,16,217,9,0,1,199,493,6,8,8,17,30,1,1
332,0,2414,19,0,1,0,692,6,8,8,16,30,1,1
333,0,3779,42,0,0,3,558,11,27,27,12,30,0,1
334,73,1,1,0,1,0,1836,30,4098,4098,150,0,0,0
335,0,4,1,0,0,0,530,30,899,899,72,30,1,1
336,0,1,1,0,1,0,1836,30,4098,4098,149,0,0,0
337,124,25,3,0,2,0,656,30,12659,12659,338,30,1,1
338,231,27,4,0,1,0,1478,30,360,360,83,30,1,1
339,174,78,3,0,0,0,38,30,17,17,8,4,1,1
340,0,17,1,0,3,0,2053,30,20830,20830,240,30,0,0
341,95,124,16,0,0,0,2054,30,20830,20830,240,30,1,0
342,0,6,1,0,0,0,2054,30,20830,20830,240,30,1,0
343,0,6,1,0,0,0,2054,30,20830,20830,240,6,0,0
344,1230,28,3,0,1,5,662,14,74,74,6,30,1,1
345,45,91,3,0,0,1,144,2,9,9,6,2,0,1
346,0,28,1,0,0,0,975,30,1008,1008,22,30,1,1
347,0,342,4,0,0,0,455,30,3,3,17,1,1,1
348,261,4,1,0,4,3,972,30,1008,1008,21,2,0,0
349,445,17,2,0,3,0,1075,28,129,129,98,21,1,1
350,64,5,1,0,4,15,589,17,37,37,3,30,1,1
351,307,6,2,0,1,12,12,25,8,8,122,-1,0,1
352,0,278,16,0,0,0,48,1,13,13,7,30,1,1
353,134,414,2,0,0,0,489,30,131,131,20,28,1,1
354,61,14,1,0,1,143,881,30,34,34,14,30,1,1
355,100,1,1,0,0,143,881,30,34,34,13,30,1,1
356,241,65,8,0,0,0,409,17,35,35,13,30,1,1
357,359,20,2,0,0,142,882,30,34,34,12,30,1,1
358,66,6,1,0,1,6,18,25,8,8,121,0,1,0
359,0,2,1,0,0,0,1114,30,526,526,9,30,1,1
360,365,60,9,0,1,11,12,25,8,8,119,-1,0,0
361,0,10,1,0,0,0,614,30,538,538,22,30,1,1
362,405,10,1,0,0,1,631,30,3643,3643,130,30,1,1
363,103,25,2,0,1,0,523,29,21,21,2,30,1,1
364,67,48,6,0,0,8,594,27,65,65,11,27,1,1
365,66,11,1,0,0,4,19,25,8,8,118,0,1,1
366,78,95,3,0,11,1,673,15,197,197,26,30,1,1
367,444,6,1,0,0,12,913,12,970,970,6,10,0,1
368,5,4,1,0,0,3,20,25,8,8,115,11,1,1
369,19,122,1,0,6,0,1011,9,3,3,9,30,1,1
370,245,345,3,0,5,60,1319,11,365,365,12,30,1,1
371,10,11,1,0,0,2,22,25,8,8,114,-1,0,1
372,667,3,1,0,1,0,127,-1,6,6,27,30,0,0
373,54,6,1,0,4,0,371,30,1059,1059,25,30,0,1
374,0,130,4,0,0,0,632,30,3643,3643,129,24,1,1
375,0,2351,1,0,0,0,1449,30,147,147,20,30,1,1
376,60,3,1,0,0,33,955,30,585,585,43,30,1,1
377,272,15,2,0,4,111,876,30,585,585,42,-1,0,1
378,510,63,2,0,3,221,766,30,585,585,41,30,0,0
379,0,49,2,0,1,222,765,30,585,585,40,30,0,1
380,200,2,1,0,1,0,96,30,224,224,7,13,1,1
381,5,113,5,0,1,0,23,25,8,8,111,-1,0,0
382,42,2,1,0,0,2,604,-1,237,237,27,0,0,1
383,44,3,1,0,1,0,1408,30,2438,2438,75,0,0,0
384,0,1,1,0,1,0,1408,30,2438,2438,74,0,0,0
385,0,52,2,0,0,4,366,4,7,7,6,28,1,1
386,57,116,2,0,0,0,953,7,21,21,3,30,1,1
387,0,4,1,0,0,0,1413,30,4508,4508,2043,30,1,1
388,0,14,3,0,0,0,152,24,1654,1654,33,30,0,1
389,79,9584,8,0,0,0,700,4,4,4,11,30,1,1
390,330,5,3,0,1,144,880,30,34,34,11,30,1,1
391,54,11,1,0,0,0,500,30,33,33,0,13,0,1
392,0,2,1,0,0,0,809,30,2184,2184,11,30,1,1
393,0,72,1,0,2,0,29,2,5,5,9,0,0,0
394,53,45,3,0,1,1,746,30,446,446,47,30,0,1
395,0,4,1,0,0,0,686,24,22,22,6,30,1,1
396,0,4,1,0,0,0,686,24,22,22,6,30,1,1
397,0,4,1,0,0,0,686,24,22,22,6,30,1,1
398,0,4,1,0,0,0,686,24,22,22,6,30,1,1
399,0,4,1,0,0,0,686,24,22,22,6,30,1,1
400,66,22,2,0,0,4,19,25,8,8,110,0,1,1
401,0,2,1,0,0,0,686,24,22,22,6,30,1,1
402,78,26,1,0,0,1,685,24,22,22,5,30,0,1
403,57,4,1,0,0,0,2154,30,79,79,22,30,1,1
404,11,28,12,0,0,0,686,24,22,22,5,30,1,1
405,233,68,5,0,12,1,953,30,716,716,145,7,0,1
406,0,53721,19,0,0,0,152,24,1654,1654,33,30,0,1
407,0,19,1,0,0,0,115,30,67,67,2,30,1,1
408,437,1088,7,0,0,0,460,24,154,154,2,30,1,1
409,190,24,2,0,1,0,1353,30,4875,4875,1055,30,1,1
410,0,1359,37,0,1,0,1398,30,490,490,49,30,1,1
411,14,1501,37,0,50,28,571,25,25,25,48,3,1,1
412,49,40780,114,0,1,4,156,8,5,5,45,6,1,1
413,30,42,2,0,0,0,876,-1,217,217,53,30,0,1
414,0,35,2,0,0,0,58,30,127,127,71,30,1,1
415,225,28,2,0,5,1,503,30,132,132,44,30,1,1
416,64,7,1,0,12,5,500,30,132,132,43,12,0,1
417,95,1,1,0,12,11,493,30,132,132,42,30,1,0
418,0,41,5,0,6,3,501,30,132,132,41,3,1,1
419,86,5,2,0,2,0,232,30,402,402,40,30,1,1
420,0,58,1,0,0,0,308,13,3,3,522,0,1,1
421,238,66,6,0,1,0,32,25,3,3,16,13,1,1
422,246,2,1,0,2,1,746,30,446,446,46,30,0,0
423,0,53741,17,0,0,0,152,24,1654,1654,33,30,0,1
424,324,46,2,0,2,0,746,30,446,446,45,12,1,0
425,441,7,3,0,4,4,1637,30,128,128,72,30,1,1
426,9,4,1,0,2,0,60,30,126,126,7,30,1,1
427,40,523,19,0,11,39,1860,30,30,30,121,12,1,1
428,85,5,1,0,0,0,0,30,39,39,3,10,0,1
429,86,5,1,0,0,1,232,30,8,8,0,1,1,1
430,34,810,28,0,0,0,436,30,266,266,56,30,1,1
431,39,2,1,0,0,0,0,30,39,39,2,30,0,1
432,60,4,1,0,0,0,0,30,39,39,1,30,0,1
433,52,1,1,0,0,0,1155,30,175,175,112,3,1,1
434,100,48,6,0,1,3,1504,30,4944,4944,554,30,0,1
435,331,1627,38,0,13,2,162,28,170,170,38,30,1,1
436,245,2,1,-1,0,4,195,30,2760,2760,11,4,1,1
437,248,104,12,0,0,0,523,30,59,59,10,30,1,1
438,69,9,1,0,4,39,104,30,15,15,13,-1,0,0
439,569,18569,8,0,25,14,1152,30,48,48,550,30,1,1
440,202,963,10,0,0,0,363,20,15,15,5,20,1,1
441,0,104,12,0,1,0,523,30,59,59,9,30,0,0
442,146,17,5,0,1,0,379,10,59,59,3,30,0,1
